동별,연령별,항목,2022 년
잠원동,65~69세,한국인,1280
잠원동,65~69세,외국인,4
잠원동,70~74세,계,830
잠원동,70~74세,한국인,828
잠원동,70~74세,외국인,2
잠원동,75~79세,계,604
잠원동,75~79세,한국인,604
잠원동,75~79세,외국인,0
잠원동,80~84세,계,376
잠원동,80~84세,한국인,376
잠원동,80~84세,외국인,0
잠원동,85~89세,계,214
잠원동,85~89세,한국인,214
잠원동,85~89세,외국인,0
잠원동,90~94세,계,73
잠원동,90~94세,한국인,73
잠원동,90~94세,외국인,0
잠원동,95~99세,계,17
잠원동,95~99세,한국인,17
잠원동,95~99세,외국인,0
잠원동,100세 이상,계,6
잠원동,100세 이상,한국인,5
잠원동,100세 이상,외국인,1
반포본동,계,계,292
반포본동,계,한국인,275
반포본동,계,외국인,17
반포본동,0~4세,계,9
반포본동,0~4세,한국인,7
반포본동,0~4세,외국인,2
반포본동,5~9세,계,11
반포본동,5~9세,한국인,9
반포본동,5~9세,외국인,2
반포본동,10~14세,계,27
반포본동,10~14세,한국인,26
반포본동,10~14세,외국인,1
반포본동,15~19세,계,21
반포본동,15~19세,한국인,19
반포본동,15~19세,외국인,2
반포본동,20~24세,계,16
반포본동,20~24세,한국인,16
반포본동,20~24세,외국인,0
반포본동,25~29세,계,11
반포본동,25~29세,한국인,11
반포본동,25~29세,외국인,0
반포본동,30~34세,계,15
반포본동,30~34세,한국인,11
반포본동,30~34세,외국인,4
반포본동,35~39세,계,8
반포본동,35~39세,한국인,7
반포본동,35~39세,외국인,1
반포본동,40~44세,계,20
반포본동,40~44세,한국인,18
반포본동,40~44세,외국인,2
반포본동,45~49세,계,42
반포본동,45~49세,한국인,41
반포본동,45~49세,외국인,1
반포본동,50~54세,계,36
반포본동,50~54세,한국인,36
반포본동,50~54세,외국인,0
반포본동,55~59세,계,22
반포본동,55~59세,한국인,20
반포본동,55~59세,외국인,2
반포본동,60~64세,계,13
반포본동,60~64세,한국인,13
반포본동,60~64세,외국인,0
반포본동,65~69세,계,12
반포본동,65~69세,한국인,12
반포본동,65~69세,외국인,0
반포본동,70~74세,계,13
반포본동,70~74세,한국인,13
반포본동,70~74세,외국인,0
반포본동,75~79세,계,9
반포본동,75~79세,한국인,9
반포본동,75~79세,외국인,0
반포본동,80~84세,계,6
반포본동,80~84세,한국인,6
반포본동,80~84세,외국인,0
반포본동,85~89세,계,1
반포본동,85~89세,한국인,1
반포본동,85~89세,외국인,0
반포본동,90~94세,계,0
반포본동,90~94세,한국인,0
반포본동,90~94세,외국인,0
반포본동,95~99세,계,0
반포본동,95~99세,한국인,0
반포본동,95~99세,외국인,0
반포본동,100세 이상,계,0
반포본동,100세 이상,한국인,0
반포본동,100세 이상,외국인,0
반포1동,계,계,34443
반포1동,계,한국인,34077
반포1동,계,외국인,366
반포1동,0~4세,계,996
반포1동,0~4세,한국인,992
반포1동,0~4세,외국인,4
반포1동,5~9세,계,2064
반포1동,5~9세,한국인,2058
반포1동,5~9세,외국인,6
반포1동,10~14세,계,2266
반포1동,10~14세,한국인,2263
반포1동,10~14세,외국인,3
반포1동,15~19세,계,1788
반포1동,15~19세,한국인,1786
반포1동,15~19세,외국인,2
반포1동,20~24세,계,1763
반포1동,20~24세,한국인,1703
반포1동,20~24세,외국인,60
반포1동,25~29세,계,2448
반포1동,25~29세,한국인,2364
반포1동,25~29세,외국인,84
반포1동,30~34세,계,2615
반포1동,30~34세,한국인,2542
반포1동,30~34세,외국인,73
반포1동,35~39세,계,2760
반포1동,35~39세,한국인,2719
반포1동,35~39세,외국인,41
반포1동,40~44세,계,3724
반포1동,40~44세,한국인,3704
반포1동,40~44세,외국인,20
반포1동,45~49세,계,3421
반포1동,45~49세,한국인,3402
반포1동,45~49세,외국인,19
반포1동,50~54세,계,2881
반포1동,50~54세,한국인,2857
반포1동,50~54세,외국인,24
반포1동,55~59세,계,1871
반포1동,55~59세,한국인,1858
반포1동,55~59세,외국인,13
반포1동,60~64세,계,1705
반포1동,60~64세,한국인,1696
반포1동,60~64세,외국인,9
반포1동,65~69세,계,1557
반포1동,65~69세,한국인,1555
반포1동,65~69세,외국인,2
반포1동,70~74세,계,1058
반포1동,70~74세,한국인,1055
반포1동,70~74세,외국인,3
반포1동,75~79세,계,754
반포1동,75~79세,한국인,754
반포1동,75~79세,외국인,0
반포1동,80~84세,계,453
반포1동,80~84세,한국인,451
반포1동,80~84세,외국인,2
반포1동,85~89세,계,215
반포1동,85~89세,한국인,214
반포1동,85~89세,외국인,1
반포1동,90~94세,계,79
반포1동,90~94세,한국인,79
반포1동,90~94세,외국인,0
반포1동,95~99세,계,22
반포1동,95~99세,한국인,22
반포1동,95~99세,외국인,0
반포1동,100세 이상,계,3
반포1동,100세 이상,한국인,3
반포1동,100세 이상,외국인,0
반포2동,계,계,15742
반포2동,계,한국인,15642
반포2동,계,외국인,100
반포2동,0~4세,계,465
반포2동,0~4세,한국인,462
반포2동,0~4세,외국인,3
반포2동,5~9세,계,1090
반포2동,5~9세,한국인,1080
반포2동,5~9세,외국인,10
반포2동,10~14세,계,1594
반포2동,10~14세,한국인,1583
반포2동,10~14세,외국인,11
반포2동,15~19세,계,1292
반포2동,15~19세,한국인,1289
반포2동,15~19세,외국인,3
반포2동,20~24세,계,777
반포2동,20~24세,한국인,777
반포2동,20~24세,외국인,0
반포2동,25~29세,계,572
반포2동,25~29세,한국인,570
반포2동,25~29세,외국인,2
반포2동,30~34세,계,444
반포2동,30~34세,한국인,439
반포2동,30~34세,외국인,5
반포2동,35~39세,계,776
반포2동,35~39세,한국인,758
반포2동,35~39세,외국인,18
반포2동,40~44세,계,1547
반포2동,40~44세,한국인,1530
반포2동,40~44세,외국인,17
반포2동,45~49세,계,1917
반포2동,45~49세,한국인,1901
반포2동,45~49세,외국인,16
반포2동,50~54세,계,1541
반포2동,50~54세,한국인,1534
반포2동,50~54세,외국인,7
반포2동,55~59세,계,881
반포2동,55~59세,한국인,876
반포2동,55~59세,외국인,5
반포2동,60~64세,계,742
반포2동,60~64세,한국인,740
반포2동,60~64세,외국인,2
반포2동,65~69세,계,691
반포2동,65~69세,한국인,691
반포2동,65~69세,외국인,0
반포2동,70~74세,계,517
반포2동,70~74세,한국인,517
반포2동,70~74세,외국인,0
반포2동,75~79세,계,452
반포2동,75~79세,한국인,452
반포2동,75~79세,외국인,0
반포2동,80~84세,계,266
반포2동,80~84세,한국인,265
반포2동,80~84세,외국인,1
반포2동,85~89세,계,126
반포2동,85~89세,한국인,126
반포2동,85~89세,외국인,0
반포2동,90~94세,계,33
반포2동,90~94세,한국인,33
반포2동,90~94세,외국인,0
반포2동,95~99세,계,15
반포2동,95~99세,한국인,15
반포2동,95~99세,외국인,0
반포2동,100세 이상,계,4
반포2동,100세 이상,한국인,4
반포2동,100세 이상,외국인,0
반포3동,계,계,22773
반포3동,계,한국인,22716
반포3동,계,외국인,57
반포3동,0~4세,계,699
반포3동,0~4세,한국인,697
반포3동,0~4세,외국인,2
반포3동,5~9세,계,1112
반포3동,5~9세,한국인,1111
반포3동,5~9세,외국인,1
반포3동,10~14세,계,1581
반포3동,10~14세,한국인,1581
반포3동,10~14세,외국인,0
반포3동,15~19세,계,1591
반포3동,15~19세,한국인,1591
반포3동,15~19세,외국인,0
반포3동,20~24세,계,1376
반포3동,20~24세,한국인,1375
반포3동,20~24세,외국인,1
반포3동,25~29세,계,1093
반포3동,25~29세,한국인,1089
반포3동,25~29세,외국인,4
반포3동,30~34세,계,1028
반포3동,30~34세,한국인,1026
반포3동,30~34세,외국인,2
반포3동,35~39세,계,1323
반포3동,35~39세,한국인,1308
반포3동,35~39세,외국인,15
반포3동,40~44세,계,1931
반포3동,40~44세,한국인,1923
반포3동,40~44세,외국인,8
반포3동,45~49세,계,2501
반포3동,45~49세,한국인,2497
반포3동,45~49세,외국인,4
반포3동,50~54세,계,2448
반포3동,50~54세,한국인,2440
반포3동,50~54세,외국인,8
반포3동,55~59세,계,1551
반포3동,55~59세,한국인,1548
반포3동,55~59세,외국인,3
반포3동,60~64세,계,1266
반포3동,60~64세,한국인,1262
반포3동,60~64세,외국인,4
반포3동,65~69세,계,1083
반포3동,65~69세,한국인,1080
반포3동,65~69세,외국인,3
반포3동,70~74세,계,846
반포3동,70~74세,한국인,844
반포3동,70~74세,외국인,2
반포3동,75~79세,계,598
반포3동,75~79세,한국인,598
반포3동,75~79세,외국인,0
반포3동,80~84세,계,425
반포3동,80~84세,한국인,425
반포3동,80~84세,외국인,0
반포3동,85~89세,계,223
반포3동,85~89세,한국인,223
반포3동,85~89세,외국인,0
반포3동,90~94세,계,76
반포3동,90~94세,한국인,76
반포3동,90~94세,외국인,0
반포3동,95~99세,계,20
반포3동,95~99세,한국인,20
반포3동,95~99세,외국인,0
반포3동,100세 이상,계,2
반포3동,100세 이상,한국인,2
반포3동,100세 이상,외국인,0
반포4동,계,계,19486
반포4동,계,한국인,18790
반포4동,계,외국인,696
반포4동,0~4세,계,613
반포4동,0~4세,한국인,574
반포4동,0~4세,외국인,39
반포4동,5~9세,계,1007
반포4동,5~9세,한국인,922
반포4동,5~9세,외국인,85
반포4동,10~14세,계,1146
반포4동,10~14세,한국인,1063
반포4동,10~14세,외국인,83
반포4동,15~19세,계,1174
반포4동,15~19세,한국인,1138
반포4동,15~19세,외국인,36
반포4동,20~24세,계,1069
반포4동,20~24세,한국인,1066
반포4동,20~24세,외국인,3
반포4동,25~29세,계,1051
반포4동,25~29세,한국인,1039
반포4동,25~29세,외국인,12
반포4동,30~34세,계,1139
반포4동,30~34세,한국인,1097
반포4동,30~34세,외국인,42
반포4동,35~39세,계,1311
반포4동,35~39세,한국인,1234
반포4동,35~39세,외국인,77
반포4동,40~44세,계,1805
반포4동,40~44세,한국인,1690
반포4동,40~44세,외국인,115
반포4동,45~49세,계,1877
반포4동,45~49세,한국인,1785
반포4동,45~49세,외국인,92
반포4동,50~54세,계,1815
반포4동,50~54세,한국인,1757
반포4동,50~54세,외국인,58
반포4동,55~59세,계,1275
반포4동,55~59세,한국인,1243
반포4동,55~59세,외국인,32
반포4동,60~64세,계,1196
반포4동,60~64세,한국인,1186
반포4동,60~64세,외국인,10
반포4동,65~69세,계,1112
반포4동,65~69세,한국인,1106
반포4동,65~69세,외국인,6
반포4동,70~74세,계,795
반포4동,70~74세,한국인,792
반포4동,70~74세,외국인,3
반포4동,75~79세,계,524
반포4동,75~79세,한국인,522
반포4동,75~79세,외국인,2
반포4동,80~84세,계,317
반포4동,80~84세,한국인,316
반포4동,80~84세,외국인,1
반포4동,85~89세,계,166
반포4동,85~89세,한국인,166
반포4동,85~89세,외국인,0
반포4동,90~94세,계,74
반포4동,90~94세,한국인,74
반포4동,90~94세,외국인,0
반포4동,95~99세,계,18
반포4동,95~99세,한국인,18
반포4동,95~99세,외국인,0
반포4동,100세 이상,계,2
반포4동,100세 이상,한국인,2
반포4동,100세 이상,외국인,0
방배본동,계,계,20778
방배본동,계,한국인,20614
방배본동,계,외국인,164
방배본동,0~4세,계,392
방배본동,0~4세,한국인,390
방배본동,0~4세,외국인,2
방배본동,5~9세,계,891
방배본동,5~9세,한국인,883
방배본동,5~9세,외국인,8
방배본동,10~14세,계,1398
방배본동,10~14세,한국인,1387
방배본동,10~14세,외국인,11
방배본동,15~19세,계,1464
방배본동,15~19세,한국인,1451
방배본동,15~19세,외국인,13
방배본동,20~24세,계,1251
방배본동,20~24세,한국인,1246
방배본동,20~24세,외국인,5
방배본동,25~29세,계,1253
방배본동,25~29세,한국인,1247
방배본동,25~29세,외국인,6
방배본동,30~34세,계,1130
방배본동,30~34세,한국인,1119
방배본동,30~34세,외국인,11
방배본동,35~39세,계,1165
방배본동,35~39세,한국인,1151
방배본동,35~39세,외국인,14
방배본동,40~44세,계,1746
방배본동,40~44세,한국인,1719
방배본동,40~44세,외국인,27
방배본동,45~49세,계,2082
방배본동,45~49세,한국인,2055
방배본동,45~49세,외국인,27
방배본동,50~54세,계,2110
방배본동,50~54세,한국인,2091
방배본동,50~54세,외국인,19
방배본동,55~59세,계,1404
방배본동,55~59세,한국인,1397
방배본동,55~59세,외국인,7
방배본동,60~64세,계,1285
방배본동,60~64세,한국인,1283
방배본동,60~64세,외국인,2
방배본동,65~69세,계,1057
방배본동,65~69세,한국인,1050
방배본동,65~69세,외국인,7
방배본동,70~74세,계,755
방배본동,70~74세,한국인,754
방배본동,70~74세,외국인,1
방배본동,75~79세,계,622
방배본동,75~79세,한국인,619
방배본동,75~79세,외국인,3
방배본동,80~84세,계,404
방배본동,80~84세,한국인,404
방배본동,80~84세,외국인,0
방배본동,85~89세,계,265
방배본동,85~89세,한국인,264
방배본동,85~89세,외국인,1
방배본동,90~94세,계,79
방배본동,90~94세,한국인,79
방배본동,90~94세,외국인,0
방배본동,95~99세,계,23
방배본동,95~99세,한국인,23
방배본동,95~99세,외국인,0
방배본동,100세 이상,계,2
방배본동,100세 이상,한국인,2
방배본동,100세 이상,외국인,0
방배1동,계,계,16883
방배1동,계,한국인,16726
방배1동,계,외국인,157
방배1동,0~4세,계,426
방배1동,0~4세,한국인,423
방배1동,0~4세,외국인,3
방배1동,5~9세,계,599
방배1동,5~9세,한국인,594
방배1동,5~9세,외국인,5
방배1동,10~14세,계,618
방배1동,10~14세,한국인,617
방배1동,10~14세,외국인,1
방배1동,15~19세,계,700
방배1동,15~19세,한국인,697
방배1동,15~19세,외국인,3
방배1동,20~24세,계,1054
방배1동,20~24세,한국인,1030
방배1동,20~24세,외국인,24
방배1동,25~29세,계,1263
방배1동,25~29세,한국인,1244
방배1동,25~29세,외국인,19
방배1동,30~34세,계,1409
방배1동,30~34세,한국인,1386
방배1동,30~34세,외국인,23
방배1동,35~39세,계,1367
방배1동,35~39세,한국인,1345
방배1동,35~39세,외국인,22
방배1동,40~44세,계,1472
방배1동,40~44세,한국인,1459
방배1동,40~44세,외국인,13
방배1동,45~49세,계,1358
방배1동,45~49세,한국인,1344
방배1동,45~49세,외국인,14
방배1동,50~54세,계,1397
방배1동,50~54세,한국인,1385
방배1동,50~54세,외국인,12
방배1동,55~59세,계,1078
방배1동,55~59세,한국인,1071
방배1동,55~59세,외국인,7
방배1동,60~64세,계,1146
방배1동,60~64세,한국인,1141
방배1동,60~64세,외국인,5
방배1동,65~69세,계,1000
방배1동,65~69세,한국인,996
방배1동,65~69세,외국인,4
방배1동,70~74세,계,791
방배1동,70~74세,한국인,791
방배1동,70~74세,외국인,0
방배1동,75~79세,계,577
방배1동,75~79세,한국인,577
방배1동,75~79세,외국인,0
방배1동,80~84세,계,375
방배1동,80~84세,한국인,375
방배1동,80~84세,외국인,0
방배1동,85~89세,계,175
방배1동,85~89세,한국인,174
방배1동,85~89세,외국인,1
방배1동,90~94세,계,62
방배1동,90~94세,한국인,62
방배1동,90~94세,외국인,0
방배1동,95~99세,계,15
방배1동,95~99세,한국인,14
방배1동,95~99세,외국인,1
방배1동,100세 이상,계,1
방배1동,100세 이상,한국인,1
방배1동,100세 이상,외국인,0
방배2동,계,계,18553
방배2동,계,한국인,18444
방배2동,계,외국인,109
방배2동,0~4세,계,442
방배2동,0~4세,한국인,441
방배2동,0~4세,외국인,1
방배2동,5~9세,계,589
방배2동,5~9세,한국인,585
방배2동,5~9세,외국인,4
방배2동,10~14세,계,722
방배2동,10~14세,한국인,720
방배2동,10~14세,외국인,2
방배2동,15~19세,계,824
방배2동,15~19세,한국인,823
방배2동,15~19세,외국인,1
방배2동,20~24세,계,981
방배2동,20~24세,한국인,979
방배2동,20~24세,외국인,2
방배2동,25~29세,계,1411
방배2동,25~29세,한국인,1404
방배2동,25~29세,외국인,7
방배2동,30~34세,계,1477
방배2동,30~34세,한국인,1464
방배2동,30~34세,외국인,13
방배2동,35~39세,계,1278
방배2동,35~39세,한국인,1256
방배2동,35~39세,외국인,22
방배2동,40~44세,계,1422
방배2동,40~44세,한국인,1409
방배2동,40~44세,외국인,13
방배2동,45~49세,계,1477
방배2동,45~49세,한국인,1466
방배2동,45~49세,외국인,11
방배2동,50~54세,계,1510
방배2동,50~54세,한국인,1498
방배2동,50~54세,외국인,12
방배2동,55~59세,계,1368
방배2동,55~59세,한국인,1357
방배2동,55~59세,외국인,11
방배2동,60~64세,계,1500
방배2동,60~64세,한국인,1493
방배2동,60~64세,외국인,7
방배2동,65~69세,계,1260
방배2동,65~69세,한국인,1259
방배2동,65~69세,외국인,1
방배2동,70~74세,계,896
방배2동,70~74세,한국인,895
방배2동,70~74세,외국인,1
방배2동,75~79세,계,714
방배2동,75~79세,한국인,713
방배2동,75~79세,외국인,1
방배2동,80~84세,계,431
방배2동,80~84세,한국인,431
방배2동,80~84세,외국인,0
방배2동,85~89세,계,159
방배2동,85~89세,한국인,159
방배2동,85~89세,외국인,0
방배2동,90~94세,계,73
방배2동,90~94세,한국인,73
방배2동,90~94세,외국인,0
방배2동,95~99세,계,16
방배2동,95~99세,한국인,16
방배2동,95~99세,외국인,0
방배2동,100세 이상,계,3
방배2동,100세 이상,한국인,3
방배2동,100세 이상,외국인,0
방배3동,계,계,17321
방배3동,계,한국인,17221
방배3동,계,외국인,100
방배3동,0~4세,계,485
방배3동,0~4세,한국인,485
방배3동,0~4세,외국인,0
방배3동,5~9세,계,706
방배3동,5~9세,한국인,705
방배3동,5~9세,외국인,1
방배3동,10~14세,계,783
방배3동,10~14세,한국인,781
방배3동,10~14세,외국인,2
방배3동,15~19세,계,939
방배3동,15~19세,한국인,937
방배3동,15~19세,외국인,2
방배3동,20~24세,계,993
방배3동,20~24세,한국인,988
방배3동,20~24세,외국인,5
방배3동,25~29세,계,1025
방배3동,25~29세,한국인,1018
방배3동,25~29세,외국인,7
방배3동,30~34세,계,1059
방배3동,30~34세,한국인,1034
방배3동,30~34세,외국인,25
방배3동,35~39세,계,1113
방배3동,35~39세,한국인,1097
방배3동,35~39세,외국인,16
방배3동,40~44세,계,1275
방배3동,40~44세,한국인,1262
방배3동,40~44세,외국인,13
방배3동,45~49세,계,1446
방배3동,45~49세,한국인,1436
방배3동,45~49세,외국인,10
방배3동,50~54세,계,1529
방배3동,50~54세,한국인,1523
방배3동,50~54세,외국인,6
방배3동,55~59세,계,1320
방배3동,55~59세,한국인,1314
방배3동,55~59세,외국인,6
방배3동,60~64세,계,1343
방배3동,60~64세,한국인,1340
방배3동,60~64세,외국인,3
방배3동,65~69세,계,1192
방배3동,65~69세,한국인,1190
방배3동,65~69세,외국인,2
방배3동,70~74세,계,843
방배3동,70~74세,한국인,842
방배3동,70~74세,외국인,1
방배3동,75~79세,계,602
방배3동,75~79세,한국인,602
방배3동,75~79세,외국인,0
방배3동,80~84세,계,396
방배3동,80~84세,한국인,396
방배3동,80~84세,외국인,0
방배3동,85~89세,계,178
방배3동,85~89세,한국인,178
방배3동,85~89세,외국인,0
방배3동,90~94세,계,68
방배3동,90~94세,한국인,68
방배3동,90~94세,외국인,0
방배3동,95~99세,계,25
방배3동,95~99세,한국인,24
방배3동,95~99세,외국인,1
방배3동,100세 이상,계,1
방배3동,100세 이상,한국인,1
방배3동,100세 이상,외국인,0
방배4동,계,계,23429
방배4동,계,한국인,23115
방배4동,계,외국인,314
방배4동,0~4세,계,529
방배4동,0~4세,한국인,514
방배4동,0~4세,외국인,15
방배4동,5~9세,계,908
방배4동,5~9세,한국인,884
방배4동,5~9세,외국인,24
방배4동,10~14세,계,1338
방배4동,10~14세,한국인,1312
방배4동,10~14세,외국인,26
방배4동,15~19세,계,1424
방배4동,15~19세,한국인,1406
방배4동,15~19세,외국인,18
방배4동,20~24세,계,1308
방배4동,20~24세,한국인,1300
방배4동,20~24세,외국인,8
방배4동,25~29세,계,1594
방배4동,25~29세,한국인,1581
방배4동,25~29세,외국인,13
방배4동,30~34세,계,1656
방배4동,30~34세,한국인,1624
방배4동,30~34세,외국인,32
방배4동,35~39세,계,1557
방배4동,35~39세,한국인,1528
방배4동,35~39세,외국인,29
방배4동,40~44세,계,2084
방배4동,40~44세,한국인,2038
방배4동,40~44세,외국인,46
방배4동,45~49세,계,2273
방배4동,45~49세,한국인,2230
방배4동,45~49세,외국인,43
방배4동,50~54세,계,2231
방배4동,50~54세,한국인,2190
방배4동,50~54세,외국인,41
방배4동,55~59세,계,1563
방배4동,55~59세,한국인,1557
방배4동,55~59세,외국인,6
방배4동,60~64세,계,1360
방배4동,60~64세,한국인,1351
방배4동,60~64세,외국인,9
방배4동,65~69세,계,1137
방배4동,65~69세,한국인,1135
방배4동,65~69세,외국인,2
방배4동,70~74세,계,854
방배4동,70~74세,한국인,853
방배4동,70~74세,외국인,1
방배4동,75~79세,계,753
방배4동,75~79세,한국인,753
방배4동,75~79세,외국인,0
방배4동,80~84세,계,500
방배4동,80~84세,한국인,500
방배4동,80~84세,외국인,0
방배4동,85~89세,계,260
방배4동,85~89세,한국인,259
방배4동,85~89세,외국인,1
방배4동,90~94세,계,80
방배4동,90~94세,한국인,80
방배4동,90~94세,외국인,0
방배4동,95~99세,계,18
방배4동,95~99세,한국인,18
방배4동,95~99세,외국인,0
방배4동,100세 이상,계,2
방배4동,100세 이상,한국인,2
방배4동,100세 이상,외국인,0
양재1동,계,계,42683
양재1동,계,한국인,42338
양재1동,계,외국인,345
양재1동,0~4세,계,1225
양재1동,0~4세,한국인,1217
양재1동,0~4세,외국인,8
양재1동,5~9세,계,1804
양재1동,5~9세,한국인,1800
양재1동,5~9세,외국인,4
양재1동,10~14세,계,2532
양재1동,10~14세,한국인,2531
양재1동,10~14세,외국인,1
양재1동,15~19세,계,1886
양재1동,15~19세,한국인,1879
양재1동,15~19세,외국인,7
양재1동,20~24세,계,2061
양재1동,20~24세,한국인,2045
양재1동,20~24세,외국인,16
양재1동,25~29세,계,2858
양재1동,25~29세,한국인,2818
양재1동,25~29세,외국인,40
양재1동,30~34세,계,3124
양재1동,30~34세,한국인,3076
양재1동,30~34세,외국인,48
양재1동,35~39세,계,3107
양재1동,35~39세,한국인,3062
양재1동,35~39세,외국인,45
양재1동,40~44세,계,3727
양재1동,40~44세,한국인,3692
양재1동,40~44세,외국인,35
양재1동,45~49세,계,3605
양재1동,45~49세,한국인,3572
양재1동,45~49세,외국인,33
양재1동,50~54세,계,3455
양재1동,50~54세,한국인,3415
양재1동,50~54세,외국인,40
양재1동,55~59세,계,2928
양재1동,55~59세,한국인,2896
양재1동,55~59세,외국인,32
양재1동,60~64세,계,3103
양재1동,60~64세,한국인,3081
양재1동,60~64세,외국인,22
양재1동,65~69세,계,2709
양재1동,65~69세,한국인,2700
양재1동,65~69세,외국인,9
양재1동,70~74세,계,1894
양재1동,70~74세,한국인,1892
양재1동,70~74세,외국인,2
양재1동,75~79세,계,1280
양재1동,75~79세,한국인,1278
양재1동,75~79세,외국인,2
양재1동,80~84세,계,769
양재1동,80~84세,한국인,768
양재1동,80~84세,외국인,1
양재1동,85~89세,계,385
양재1동,85~89세,한국인,385
양재1동,85~89세,외국인,0
양재1동,90~94세,계,177
양재1동,90~94세,한국인,177
양재1동,90~94세,외국인,0
양재1동,95~99세,계,44
양재1동,95~99세,한국인,44
양재1동,95~99세,외국인,0
양재1동,100세 이상,계,10
양재1동,100세 이상,한국인,10
양재1동,100세 이상,외국인,0
양재2동,계,계,21766
양재2동,계,한국인,21547
양재2동,계,외국인,219
양재2동,0~4세,계,524
양재2동,0~4세,한국인,517
양재2동,0~4세,외국인,7
양재2동,5~9세,계,636
양재2동,5~9세,한국인,631
양재2동,5~9세,외국인,5
양재2동,10~14세,계,731
양재2동,10~14세,한국인,726
양재2동,10~14세,외국인,5
양재2동,15~19세,계,786
양재2동,15~19세,한국인,784
양재2동,15~19세,외국인,2
양재2동,20~24세,계,1136
양재2동,20~24세,한국인,1117
양재2동,20~24세,외국인,19
양재2동,25~29세,계,2141
양재2동,25~29세,한국인,2105
양재2동,25~29세,외국인,36
양재2동,30~34세,계,2312
양재2동,30~34세,한국인,2280
양재2동,30~34세,외국인,32
양재2동,35~39세,계,1891
양재2동,35~39세,한국인,1871
양재2동,35~39세,외국인,20
양재2동,40~44세,계,1883
양재2동,40~44세,한국인,1865
양재2동,40~44세,외국인,18
양재2동,45~49세,계,1731
양재2동,45~49세,한국인,1711
양재2동,45~49세,외국인,20
양재2동,50~54세,계,1808
양재2동,50~54세,한국인,1791
양재2동,50~54세,외국인,17
양재2동,55~59세,계,1542
양재2동,55~59세,한국인,1524
양재2동,55~59세,외국인,18
양재2동,60~64세,계,1555
양재2동,60~64세,한국인,1548
양재2동,60~64세,외국인,7
양재2동,65~69세,계,1185
양재2동,65~69세,한국인,1177
양재2동,65~69세,외국인,8
양재2동,70~74세,계,809
양재2동,70~74세,한국인,807
양재2동,70~74세,외국인,2
양재2동,75~79세,계,550
양재2동,75~79세,한국인,548
양재2동,75~79세,외국인,2
양재2동,80~84세,계,323
양재2동,80~84세,한국인,323
양재2동,80~84세,외국인,0
양재2동,85~89세,계,149
양재2동,85~89세,한국인,148
양재2동,85~89세,외국인,1
양재2동,90~94세,계,54
양재2동,90~94세,한국인,54
양재2동,90~94세,외국인,0
양재2동,95~99세,계,19
양재2동,95~99세,한국인,19
양재2동,95~99세,외국인,0
양재2동,100세 이상,계,1
양재2동,100세 이상,한국인,1
양재2동,100세 이상,외국인,0
내곡동,계,계,17455
내곡동,계,한국인,17399
내곡동,계,외국인,56
내곡동,0~4세,계,607
내곡동,0~4세,한국인,606
내곡동,0~4세,외국인,1
내곡동,5~9세,계,1025
내곡동,5~9세,한국인,1024
내곡동,5~9세,외국인,1
내곡동,10~14세,계,903
내곡동,10~14세,한국인,902
내곡동,10~14세,외국인,1
내곡동,15~19세,계,534
내곡동,15~19세,한국인,533
내곡동,15~19세,외국인,1
내곡동,20~24세,계,714
내곡동,20~24세,한국인,713
내곡동,20~24세,외국인,1
내곡동,25~29세,계,1075
내곡동,25~29세,한국인,1073
내곡동,25~29세,외국인,2
내곡동,30~34세,계,1045
내곡동,30~34세,한국인,1034
내곡동,30~34세,외국인,11
내곡동,35~39세,계,1269
내곡동,35~39세,한국인,1258
내곡동,35~39세,외국인,11
내곡동,40~44세,계,1709
내곡동,40~44세,한국인,1700
내곡동,40~44세,외국인,9
내곡동,45~49세,계,1344
내곡동,45~49세,한국인,1337
내곡동,45~49세,외국인,7
내곡동,50~54세,계,1246
내곡동,50~54세,한국인,1243
내곡동,50~54세,외국인,3
내곡동,55~59세,계,1178
내곡동,55~59세,한국인,1174
내곡동,55~59세,외국인,4
내곡동,60~64세,계,1364
내곡동,60~64세,한국인,1362
내곡동,60~64세,외국인,2
내곡동,65~69세,계,1234
내곡동,65~69세,한국인,1232
내곡동,65~69세,외국인,2
내곡동,70~74세,계,869
내곡동,70~74세,한국인,869
내곡동,70~74세,외국인,0
내곡동,75~79세,계,651
내곡동,75~79세,한국인,651
내곡동,75~79세,외국인,0
내곡동,80~84세,계,401
내곡동,80~84세,한국인,401
내곡동,80~84세,외국인,0
내곡동,85~89세,계,195
내곡동,85~89세,한국인,195
내곡동,85~89세,외국인,0
내곡동,90~94세,계,76
내곡동,90~94세,한국인,76
내곡동,90~94세,외국인,0
내곡동,95~99세,계,14
내곡동,95~99세,한국인,14
내곡동,95~99세,외국인,0
내곡동,100세 이상,계,2
내곡동,100세 이상,한국인,2
내곡동,100세 이상,외국인,0
강남구,계,계,534103
강남구,계,한국인,529102
강남구,계,외국인,5001
강남구,0~4세,계,11541
강남구,0~4세,한국인,11486
강남구,0~4세,외국인,55
강남구,5~9세,계,20908
강남구,5~9세,한국인,20834
강남구,5~9세,외국인,74
강남구,10~14세,계,30014
강남구,10~14세,한국인,29958
강남구,10~14세,외국인,56
강남구,15~19세,계,30275
강남구,15~19세,한국인,30137
강남구,15~19세,외국인,138
강남구,20~24세,계,30584
강남구,20~24세,한국인,29964
